"시도명","시군구","레벨01","시점","관용","자가용","영업용","계",
"경남","창원시 마산회원구","특수","2025.06 월","4","223","234","461",
"경남","창원시 마산회원구","총계","2025.06 월","164","110293","7856","118313",
"경남","창원시 성산구","승용","2025.06 월","239","148907","18895","168041",
"경남","창원시 성산구","승합","2025.06 월","220","1939","876","3035",
"경남","창원시 성산구","화물","2025.06 월","140","10348","977","11465",
"경남","창원시 성산구","특수","2025.06 월","15","235","191","441",
"경남","창원시 성산구","총계","2025.06 월","614","161429","20939","182982",
"경남","창원시 의창구","승용","2025.06 월","263","116308","49366","165937",
"경남","창원시 의창구","승합","2025.06 월","173","2158","402","2733",
"경남","창원시 의창구","화물","2025.06 월","127","16961","1466","18554",
"경남","창원시 의창구","특수","2025.06 월","18","321","352","691",
"경남","창원시 의창구","총계","2025.06 월","581","135748","51586","187915",
"경남","창원시 진해구","승용","2025.06 월","94","87718","720","88532",
"경남","창원시 진해구","승합","2025.06 월","36","1817","157","2010",
"경남","창원시 진해구","화물","2025.06 월","92","7720","1057","8869",
"경남","창원시 진해구","특수","2025.06 월","12","278","297","587",
"경남","창원시 진해구","총계","2025.06 월","234","97533","2231","99998",
"경남","통영시","승용","2025.06 월","103","43234","673","44010",
"경남","통영시","승합","2025.06 월","84","1556","245","1885",
"경남","통영시","화물","2025.06 월","122","8705","355","9182",
"경남","통영시","특수","2025.06 월","14","181","71","266",
"경남","통영시","총계","2025.06 월","323","53676","1344","55343",
"경남","하동군","승용","2025.06 월","61","16312","92","16465",
"경남","하동군","승합","2025.06 월","72","507","45","624",
"경남","하동군","화물","2025.06 월","113","7814","170","8097",
"경남","하동군","특수","2025.06 월","10","94","84","188",
"경남","하동군","총계","2025.06 월","256","24727","391","25374",
"경남","함안군","승용","2025.06 월","83","33228","22116","55427",
"경남","함안군","승합","2025.06 월","54","986","303","1343",
"경남","함안군","화물","2025.06 월","84","10178","549","10811",
"경남","함안군","특수","2025.06 월","7","183","230","420",
"경남","함안군","총계","2025.06 월","228","44575","23198","68001",
"경남","함양군","승용","2025.06 월","62","13892","17760","31714",
"경남","함양군","승합","2025.06 월","53","471","159","683",
"경남","함양군","화물","2025.06 월","109","6550","146","6805",
"경남","함양군","특수","2025.06 월","14","172","32","218",
"경남","함양군","총계","2025.06 월","238","21085","18097","39420",
"경남","합천군","승용","2025.06 월","89","15842","154","16085",
"경남","합천군","승합","2025.06 월","57","581","77","715",
"경남","합천군","화물","2025.06 월","140","8179","395","8714",
"경남","합천군","특수","2025.06 월","15","93","70","178",
"경남","합천군","총계","2025.06 월","301","24695","696","25692",
"제주","계","승용","2025.06 월","870","331296","274195","606361",
"제주","계","승합","2025.06 월","501","9556","6374","16431",
"제주","계","화물","2025.06 월","1051","86012","4387","91450",
"제주","계","특수","2025.06 월","83","1382","716","2181",
"제주","계","총계","2025.06 월","2505","428246","285672","716423",
"제주","서귀포시","승용","2025.06 월","252","77585","933","78770",
"제주","서귀포시","승합","2025.06 월","140","2750","145","3035",
"제주","서귀포시","화물","2025.06 월","339","26834","679","27852",
"제주","서귀포시","특수","2025.06 월","44","261","143","448",
"제주","서귀포시","총계","2025.06 월","775","107430","1900","110105",
"제주","제주시","승용","2025.06 월","618","253711","273262","527591",
"제주","제주시","승합","2025.06 월","361","6806","6229","13396",
"제주","제주시","화물","2025.06 월","712","59178","3708","63598",
"제주","제주시","특수","2025.06 월","39","1121","573","1733",
"제주","제주시","총계","2025.06 월","1730","320816","283772","606318",
